,Unnamed: 0,Title,Summary,Published On,news,cleanNews
680,680,"Job growth is slowing in the trade war, but that may not be clear in Friday's payroll data",The feeble ADP payroll report raises worries that the government&#039;s data on Friday may not be as strong as expected.,2019-12-04 18:29:00Z,"Job growth is slowing in the trade war, but that may not be clear Friday's payroll data The feeble ADP report raises worries government&#039;s on Friday as strong expected.",job growth slowing trade war may clear friday payroll data feeble adp report raises worries government 039 friday strong expected
681,681,US weekly jobless claims drop to seven-month low,"The number of Americans filing applications for unemployment benefits unexpectedly fell last week, hitting their lowest level in seven months, suggesting the labor market remains solid even as the economy is slowing.",2019-12-05 13:31:00Z,"US weekly jobless claims drop to seven-month low The number of Americans filing applications for unemployment benefits unexpectedly fell last week, hitting their lowest level in seven months, suggesting the labor market remains solid even as economy is slowing.",us weekly jobless claims drop seven-month low number americans filing applications unemployment benefits unexpectedly fell last week hitting lowest level seven months suggesting labor market remains solid even economy slowing
682,682,US trade deficit drops in October to lowest level in more than a year,The U.S. trade deficit fell in October to its lowest level in more than a year as exports and imports both slid for the month.,2019-12-05 14:04:00Z,US trade deficit drops in October to lowest level more than a year The U.S. fell its as exports and imports both slid for the month.,us trade deficit drops october lowest level year us fell exports imports slid month
683,683,Biden says Trump's pressure on the Federal Reserve is an abuse of power,"&quot;It&#039;s his way of abusing power across the board. It&#039;s a big mistake,&quot; Biden said of Trump&#039;s attacks on the Fed.",2019-12-06 12:59:00Z,"Biden says Trump's pressure on the Federal Reserve is an abuse of power &quot;It&#039;s his way abusing across board. It&#039;s a big mistake,&quot; said Trump&#039;s attacks Fed.",biden says trump pressure federal reserve abuse power quot 039 way abusing across board 039 big mistake quot said trump 039 attacks fed
684,684,Here's where the jobs are � in one chart,CNBC studied the net change in employment by industry for November based on data from the Labor Department.,2019-12-06 14:21:00Z,Here's where the jobs are � in one chart CNBC studied net change employment by industry for November based on data from Labor Department.,jobs  one chart cnbc studied net change employment industry november based data labor department
685,685,"Jobs growth soars in November as payrolls surge by 266,000","Those totals easily beat the Wall Street consensus. Economists surveyed by Dow Jones had been looking for job growth of 187,000.",2019-12-06 17:05:21Z,"Jobs growth soars in November as payrolls surge by 266,000 Those totals easily beat the Wall Street consensus. Economists surveyed Dow Jones had been looking for job of 187,000.",jobs growth soars november payrolls surge 266000 totals easily beat wall street consensus economists surveyed dow jones looking job 187000
686,686,The Fed will stay in hibernation until at least summer: CNBC survey,Less than half of respondents to the CNBC Fed Survey forecast a rate cut next year and just 5% expect a hike.,2019-12-10 12:47:06Z,The Fed will stay in hibernation until at least summer: CNBC survey Less than half of respondents to the Survey forecast a rate cut next year and just 5% expect hike.,fed stay hibernation least summer cnbc survey less half respondents survey forecast rate cut next year 5 expect hike
687,687,"US productivity was weak in the third quarter, while labor costs were revised lower","U.S. productivity for the third quarter was expected to slip by 0.1%, after dropping 0.3% in the previous quarter.",2019-12-10 14:06:39Z,"US productivity was weak in the third quarter, while labor costs were revised lower U.S. for quarter expected to slip by 0.1%, after dropping 0.3% previous quarter.",us productivity weak third quarter labor costs revised lower us quarter expected slip 01 dropping 03 previous quarter
688,688,Bank of America CEO Brian Moynihan says confident consumers are spending 5.5% more this year,"""People are spending, and that's good news for the U.S. economy,"" Moynihan tells CNBC.",2019-12-11 17:18:44Z,"Bank of America CEO Brian Moynihan says confident consumers are spending 5.5% more this year ""People spending, and that's good news for the U.S. economy,"" tells CNBC.",bank america ceo brian moynihan says confident consumers spending 55 year people spending good news us economy tells cnbc
689,689,'Bond King' Gundlach says a recession is 'very unlikely' in 2020,"Jeffrey Gundlach is not worried about a possible recession in 2020, saying on Wednesday he thinks it's ""very unlikely"" one will happen.",2019-12-11 17:35:28Z,"'Bond King' Gundlach says a recession is 'very unlikely' in 2020 Jeffrey not worried about possible 2020, saying on Wednesday he thinks it's ""very unlikely"" one will happen.",bond king gundlach says recession unlikely 2020 jeffrey worried possible 2020 saying wednesday thinks unlikely one happen
690,690,'Bond King' Gundlach says a recession is 'very unlikely' in 2020,"Jeffrey Gundlach is not worried about a possible recession in 2020, saying on Wednesday that he thinks it's ""very unlikely"" one will happen.",2019-12-11 18:13:03Z,"'Bond King' Gundlach says a recession is 'very unlikely' in 2020 Jeffrey not worried about possible 2020, saying on Wednesday that he thinks it's ""very unlikely"" one will happen.",bond king gundlach says recession unlikely 2020 jeffrey worried possible 2020 saying wednesday thinks unlikely one happen
691,691,US producer prices were unchanged in November; underlying inflation soft,U.S. producer prices were unexpectedly unchanged in November as increases in food and gasoline prices were offset by declining costs for services.,2019-12-12 13:34:27Z,US producer prices were unchanged in November; underlying inflation soft U.S. unexpectedly November as increases food and gasoline offset by declining costs for services.,us producer prices unchanged november underlying inflation soft us unexpectedly november increases food gasoline offset declining costs services
692,692,US weekly jobless claims race to a more than 2-year high,"Initial claims for state unemployment benefits surged to 252,000 for the week ended Dec. 7, the highest reading since September 2017.",2019-12-12 15:54:45Z,"US weekly jobless claims race to a more than 2-year high Initial for state unemployment benefits surged 252,000 the week ended Dec. 7, highest reading since September 2017.",us weekly jobless claims race 2-year high initial state unemployment benefits surged 252000 week ended dec 7 highest reading since september 2017
693,693,US weekly jobless claims race to a more than 2-year high,"Initial claims for state unemployment benefits surged to 252,000 for the week ended Dec. 7, the highest reading since September 2017.",2019-12-12 16:36:32Z,"US weekly jobless claims race to a more than 2-year high Initial for state unemployment benefits surged 252,000 the week ended Dec. 7, highest reading since September 2017.",us weekly jobless claims race 2-year high initial state unemployment benefits surged 252000 week ended dec 7 highest reading since september 2017
694,694,US weekly jobless claims race to a more than 2-year high,"Initial claims for state unemployment benefits surged to 252,000 for the week ended Dec. 7, the highest reading since September 2017.",2019-12-12 17:48:02Z,"US weekly jobless claims race to a more than 2-year high Initial for state unemployment benefits surged 252,000 the week ended Dec. 7, highest reading since September 2017.",us weekly jobless claims race 2-year high initial state unemployment benefits surged 252000 week ended dec 7 highest reading since september 2017
695,695,US retail sales rose less than expected 0.2% in November,"U.S. retail sales increased less than expected in November as Americans cut back on discretionary spending, which could see economists dialing back economic growth forecasts for the fourth quarter.",2019-12-13 13:41:53Z,"US retail sales rose less than expected 0.2% in November U.S. increased as Americans cut back on discretionary spending, which could see economists dialing economic growth forecasts for the fourth quarter.",us retail sales rose less expected 02 november us increased americans cut back discretionary spending could see economists dialing economic growth forecasts fourth quarter
696,696,New Trump bump? Consumer confidence hasn't been this high since ... Clinton impeachment,"Surveys show that the Trump impeachment proceedings, like most current political issues, push Americans into their partisan corners. Economic impact is harder to gauge. The stock market is setting new records, and consumer spending continues to fuel the economy.",2019-12-13 15:48:56Z,"New Trump bump? Consumer confidence hasn't been this high since ... Clinton impeachment Surveys show that the proceedings, like most current political issues, push Americans into their partisan corners. Economic impact is harder to gauge. The stock market setting new records, and consumer spending continues fuel economy.",new trump bump consumer confidence nt high since clinton impeachment surveys show proceedings like current political issues push americans partisan corners economic impact harder gauge stock market setting new records consumer spending continues fuel economy
697,697,New Trump bump? Consumer confidence hasn't been this high since ... Clinton impeachment,"Surveys show that the Trump impeachment proceedings, like most current political issues, push Americans into their partisan corners. Economic impact is harder to gauge. The stock market is setting new records, and consumer spending continues to fuel the economy.",2019-12-13 16:12:13Z,"New Trump bump? Consumer confidence hasn't been this high since ... Clinton impeachment Surveys show that the proceedings, like most current political issues, push Americans into their partisan corners. Economic impact is harder to gauge. The stock market setting new records, and consumer spending continues fuel economy.",new trump bump consumer confidence nt high since clinton impeachment surveys show proceedings like current political issues push americans partisan corners economic impact harder gauge stock market setting new records consumer spending continues fuel economy
698,698,New Trump bump? Consumer confidence hasn't been this high since ... Clinton impeachment,"Surveys show that the Trump impeachment proceedings, like most current political issues, push Americans into their partisan corners. Economic impact is harder to gauge. The stock market is setting new records, and consumer spending continues to fuel the economy.",2019-12-13 17:02:00Z,"New Trump bump? Consumer confidence hasn't been this high since ... Clinton impeachment Surveys show that the proceedings, like most current political issues, push Americans into their partisan corners. Economic impact is harder to gauge. The stock market setting new records, and consumer spending continues fuel economy.",new trump bump consumer confidence nt high since clinton impeachment surveys show proceedings like current political issues push americans partisan corners economic impact harder gauge stock market setting new records consumer spending continues fuel economy
699,699,New Trump bump? Consumer confidence hasn't been this high since ... Clinton impeachment,"Surveys show that the Trump impeachment proceedings, like most current political issues, push Americans into their partisan corners. Economic impact is harder to gauge. The stock market is setting new records, and consumer spending continues to fuel the economy.",2019-12-13 18:07:39Z,"New Trump bump? Consumer confidence hasn't been this high since ... Clinton impeachment Surveys show that the proceedings, like most current political issues, push Americans into their partisan corners. Economic impact is harder to gauge. The stock market setting new records, and consumer spending continues fuel economy.",new trump bump consumer confidence nt high since clinton impeachment surveys show proceedings like current political issues push americans partisan corners economic impact harder gauge stock market setting new records consumer spending continues fuel economy
700,700,New Trump bump? Consumer confidence hasn't been this high since ... Clinton impeachment,"Surveys show that the Trump impeachment proceedings, like most current political issues, push Americans into their partisan corners. Economic impact is harder to gauge. The stock market is setting new records, and consumer spending continues to fuel the economy.",2019-12-13 23:04:43Z,"New Trump bump? Consumer confidence hasn't been this high since ... Clinton impeachment Surveys show that the proceedings, like most current political issues, push Americans into their partisan corners. Economic impact is harder to gauge. The stock market setting new records, and consumer spending continues fuel economy.",new trump bump consumer confidence nt high since clinton impeachment surveys show proceedings like current political issues push americans partisan corners economic impact harder gauge stock market setting new records consumer spending continues fuel economy
701,701,Homebuilder confidence jumps to highest level in 20 years,"Builder confidence in the newly built, single-family home market jumped 5 points in December to 76, the highest reading since June 1999.",2019-12-16 15:20:07Z,"Homebuilder confidence jumps to highest level in 20 years Builder the newly built, single-family home market jumped 5 points December 76, reading since June 1999.",homebuilder confidence jumps highest level 20 years builder newly built single-family home market jumped 5 points december 76 reading since june 1999
702,702,Homebuilder confidence jumps to highest level in 20 years,"Builder confidence in the newly built, single-family home market jumped 5 points in December to 76, the highest reading since June 1999.",2019-12-16 16:00:27Z,"Homebuilder confidence jumps to highest level in 20 years Builder the newly built, single-family home market jumped 5 points December 76, reading since June 1999.",homebuilder confidence jumps highest level 20 years builder newly built single-family home market jumped 5 points december 76 reading since june 1999
703,703,Mohamed El-Erian sees US and China going into an economic war beyond trade after 2020 election,The Allianz chief economic advisor says he doesn't think the phase-one trade agreement is the first step to a long-term cooling in U.S.-China relations.,2019-12-16 16:44:13Z,Mohamed El-Erian sees US and China going into an economic war beyond trade after 2020 election The Allianz chief advisor says he doesn't think the phase-one agreement is first step to a long-term cooling in U.S.-China relations.,mohamed el-erian sees us china going economic war beyond trade 2020 election allianz chief advisor says nt think phase-one agreement first step long-term cooling us-china relations
704,704,Mohamed El-Erian sees US and China going into an economic war beyond trade after 2020 election,The Allianz chief economic advisor says he doesn't think the phase one trade agreement is the first step to a long-term cooling in U.S.-China relations.,2019-12-16 17:15:53Z,Mohamed El-Erian sees US and China going into an economic war beyond trade after 2020 election The Allianz chief advisor says he doesn't think the phase one agreement is first step to a long-term cooling in U.S.-China relations.,mohamed el-erian sees us china going economic war beyond trade 2020 election allianz chief advisor says nt think phase one agreement first step long-term cooling us-china relations
705,705,Homebuilder confidence jumps to highest level in 20 years,"Builder confidence in the newly built, single-family home market jumped 5 points in December to 76, the highest reading since June 1999.",2019-12-16 19:45:15Z,"Homebuilder confidence jumps to highest level in 20 years Builder the newly built, single-family home market jumped 5 points December 76, reading since June 1999.",homebuilder confidence jumps highest level 20 years builder newly built single-family home market jumped 5 points december 76 reading since june 1999
706,706,"US housing starts rise more than expected, with permits at a 12-1/2-year high","Housing starts rose 3.2% to 1.365 million units last month, with single-family construction racing to a 10-month high.",2019-12-17 13:38:27Z,"US housing starts rise more than expected, with permits at a 12-1/2-year high Housing rose 3.2% to 1.365 million units last month, single-family construction racing 10-month high.",us housing starts rise expected permits 12-12-year high housing rose 32 1365 million units last month single-family construction racing 10-month high
707,707,"US housing starts rise more than expected, with permits at a 12-1/2-year high","Housing starts rose 3.2% to 1.365 million units last month, with single-family construction racing to a 10-month high.",2019-12-17 15:52:29Z,"US housing starts rise more than expected, with permits at a 12-1/2-year high Housing rose 3.2% to 1.365 million units last month, single-family construction racing 10-month high.",us housing starts rise expected permits 12-12-year high housing rose 32 1365 million units last month single-family construction racing 10-month high
708,708,Trump's economic approval hits highest level in a year as Americans remain split on impeachment,"Forty-five percent of Americans disapprove of Congress impeaching Trump and 44% approve, according to the CNBC All-America Economic Survey.",2019-12-18 12:30:31Z,"Trump's economic approval hits highest level in a year as Americans remain split on impeachment Forty-five percent of disapprove Congress impeaching Trump and 44% approve, according to the CNBC All-America Economic Survey.",trump economic approval hits highest level year americans remain split impeachment forty-five percent disapprove congress impeaching trump 44 approve according cnbc all-america economic survey
709,709,Weekly mortgage applications drop 5% as rates flatten,"Volume was 65% higher than a year ago, when interest rates were considerably higher, according to the Mortgage Bankers Association.",2019-12-18 10:24:31Z,"Weekly mortgage applications drop 5% as rates flatten Volume was 65% higher than a year ago, when interest were considerably higher, according to the Mortgage Bankers Association.",weekly mortgage applications drop 5 rates flatten volume 65 higher year ago interest considerably higher according mortgage bankers association
710,710,NY Fed's Williams says it would take a 'material' change in economy for Fed to adjust stance,"The Fed will have to see a substantial change in the economy before changing to its monetary policy, New York Fed's John Williams says.",2019-12-18 15:47:55Z,"NY Fed's Williams says it would take a 'material' change in economy for Fed to adjust stance The will have see substantial the before changing its monetary policy, New York John says.",ny fed williams says would take material change economy fed adjust stance see substantial changing monetary policy new york john says
711,711,Weekly mortgage applications drop 5% as rates flatten,"Volume was 65% higher than a year ago, when interest rates were considerably higher, according to the Mortgage Bankers Association.",2019-12-18 16:06:53Z,"Weekly mortgage applications drop 5% as rates flatten Volume was 65% higher than a year ago, when interest were considerably higher, according to the Mortgage Bankers Association.",weekly mortgage applications drop 5 rates flatten volume 65 higher year ago interest considerably higher according mortgage bankers association
712,712,A Trump impeachment bad for your finances? Depends on your politics,"Surveys show the Trump impeachment proceedings, like most political issues, push Americans into their partisan corners. That may include any economic concerns.",2019-12-18 17:09:54Z,"A Trump impeachment bad for your finances? Depends on politics Surveys show the proceedings, like most political issues, push Americans into their partisan corners. That may include any economic concerns.",trump impeachment bad finances depends politics surveys show proceedings like political issues push americans partisan corners may include economic concerns
713,713,NY Fed's Williams says it would take a 'material' change in economy for Fed to adjust stance,"The Fed will have to see a substantial change in the economy before changing to its monetary policy, New York Fed's John Williams says.",2019-12-18 18:04:10Z,"NY Fed's Williams says it would take a 'material' change in economy for Fed to adjust stance The will have see substantial the before changing its monetary policy, New York John says.",ny fed williams says would take material change economy fed adjust stance see substantial changing monetary policy new york john says
714,714,Trump's economic approval hits highest level in a year as Americans remain split on impeachment,"Forty-five percent of Americans disapprove of Congress impeaching Trump and 44% approve, according to the CNBC All-America Economic Survey.",2019-12-18 19:24:40Z,"Trump's economic approval hits highest level in a year as Americans remain split on impeachment Forty-five percent of disapprove Congress impeaching Trump and 44% approve, according to the CNBC All-America Economic Survey.",trump economic approval hits highest level year americans remain split impeachment forty-five percent disapprove congress impeaching trump 44 approve according cnbc all-america economic survey
715,715,Richmond Fed President Barkin says he could assess outlook on interest rates after a trade deal,"""I think we have an opportunity here, if we can settle the uncertainty in the environment, to allow us to grow,"" Richmond Fed President Tom Barkin.",2019-12-18 22:06:53Z,"Richmond Fed President Barkin says he could assess outlook on interest rates after a trade deal ""I think we have an opportunity here, if can settle the uncertainty in environment, to allow us grow,"" Tom Barkin.",richmond fed president barkin says could assess outlook interest rates trade deal think opportunity settle uncertainty environment allow us grow tom barkin
716,716,Fed's Williams says repo operations working well and should stay in place 'just as long' as needed,New York Fed President John Williams said the Fed should keep its repo operations in place just as long as needed.,2019-12-18 20:48:26Z,Fed's Williams says repo operations working well and should stay in place 'just as long' needed New York Fed President John said the keep its just long needed.,fed williams says repo operations working well stay place long needed new york fed president john said keep long needed
717,717,"US weekly jobless claims fall from 2-year high, but are still worse than expected","Initial claims for state unemployment benefits fell to 234,000 for the week ended Dec. 14, the Labor Department said.",2019-12-19 13:55:28Z,"US weekly jobless claims fall from 2-year high, but are still worse than expected Initial for state unemployment benefits fell to 234,000 the week ended Dec. 14, Labor Department said.",us weekly jobless claims fall 2-year high still worse expected initial state unemployment benefits fell 234000 week ended dec 14 labor department said
718,718,US third-quarter economic growth unrevised at 2.1%,"U.S. economic growth nudged up in the third quarter, the government confirmed on Friday, and there are signs the economy more or less maintained the moderate pace of expansion as the year ended, supported by a strong labor market.",2019-12-20 13:33:35Z,"US third-quarter economic growth unrevised at 2.1% U.S. nudged up in the third quarter, government confirmed on Friday, and there are signs economy more or less maintained moderate pace of expansion as year ended, supported by a strong labor market.",us third-quarter economic growth unrevised 21 us nudged third quarter government confirmed friday signs economy less maintained moderate pace expansion year ended supported strong labor market
719,719,US third-quarter economic growth unrevised at 2.1%,"U.S. economic growth nudged up in the third quarter, the government confirmed on Friday, and there are signs the economy more or less maintained the moderate pace of expansion as the year ended, supported by a strong labor market.",2019-12-20 20:28:32Z,"US third-quarter economic growth unrevised at 2.1% U.S. nudged up in the third quarter, government confirmed on Friday, and there are signs economy more or less maintained moderate pace of expansion as year ended, supported by a strong labor market.",us third-quarter economic growth unrevised 21 us nudged third quarter government confirmed friday signs economy less maintained moderate pace expansion year ended supported strong labor market
720,720,US home prices gains accelerate in October for 2nd month,U.S. home prices rose faster in October than the previous month as many would-be buyers competed for a limited supply of available properties.,2019-12-31 16:31:09Z,US home prices gains accelerate in October for 2nd month U.S. rose faster than the previous as many would-be buyers competed a limited supply of available properties.,us home prices gains accelerate october 2nd month us rose faster previous many would-be buyers competed limited supply available properties
721,721,US consumer confidence dips in December,"""There is little to suggest that growth, and in particular consumer spending, will gain momentum in early 2020,"" said Lynn Franco, Director of Economic Indicators at The Conference Board, in the release.",2019-12-31 16:14:50Z,"US consumer confidence dips in December ""There is little to suggest that growth, and particular spending, will gain momentum early 2020,"" said Lynn Franco, Director of Economic Indicators at The Conference Board, the release.",us consumer confidence dips december little suggest growth particular spending gain momentum early 2020 said lynn franco director economic indicators conference board release
722,722,US consumer confidence dips in December,"""There is little to suggest that growth, and in particular consumer spending, will gain momentum in early 2020,"" said Lynn Franco, director of economic indicators at The Conference Board, in the release.",2019-12-31 16:52:18Z,"US consumer confidence dips in December ""There is little to suggest that growth, and particular spending, will gain momentum early 2020,"" said Lynn Franco, director of economic indicators at The Conference Board, the release.",us consumer confidence dips december little suggest growth particular spending gain momentum early 2020 said lynn franco director economic indicators conference board release
723,723,US trade deficit falls more than expected to hit lowest level in three years,The U.S. trade deficit fell more than expected in November ahead of negotiations with China that cooled the simmering tariff battle between the two sides.,2020-01-07 13:44:55Z,US trade deficit falls more than expected to hit lowest level in three years The U.S. fell November ahead of negotiations with China that cooled the simmering tariff battle between two sides.,us trade deficit falls expected hit lowest level three years us fell november ahead negotiations china cooled simmering tariff battle two sides
724,724,US trade deficit falls more than expected to hit lowest level since Trump took office,The U.S. trade deficit fell more than expected in November ahead of negotiations with China that cooled the simmering tariff battle between the two sides.,2020-01-07 14:00:44Z,US trade deficit falls more than expected to hit lowest level since Trump took office The U.S. fell in November ahead of negotiations with China that cooled the simmering tariff battle between two sides.,us trade deficit falls expected hit lowest level since trump took office us fell november ahead negotiations china cooled simmering tariff battle two sides
725,725,US trade deficit falls more than expected to hit lowest level since Trump took office,The U.S. trade deficit fell more than expected in November ahead of negotiations with China that cooled the simmering tariff battle between the two sides.,2020-01-07 14:32:54Z,US trade deficit falls more than expected to hit lowest level since Trump took office The U.S. fell in November ahead of negotiations with China that cooled the simmering tariff battle between two sides.,us trade deficit falls expected hit lowest level since trump took office us fell november ahead negotiations china cooled simmering tariff battle two sides
726,726,US trade deficit falls more than expected to hit lowest level since Trump took office,The U.S. trade deficit fell more than expected in November ahead of negotiations with China that cooled the simmering tariff battle between the two sides.,2020-01-07 16:47:01Z,US trade deficit falls more than expected to hit lowest level since Trump took office The U.S. fell in November ahead of negotiations with China that cooled the simmering tariff battle between two sides.,us trade deficit falls expected hit lowest level since trump took office us fell november ahead negotiations china cooled simmering tariff battle two sides
727,727,US trade deficit falls more than expected to hit lowest level since Trump took office,The U.S. trade deficit fell more than expected in November ahead of negotiations with China that cooled the simmering tariff battle between the two sides.,2020-01-07 16:48:13Z,US trade deficit falls more than expected to hit lowest level since Trump took office The U.S. fell in November ahead of negotiations with China that cooled the simmering tariff battle between two sides.,us trade deficit falls expected hit lowest level since trump took office us fell november ahead negotiations china cooled simmering tariff battle two sides
728,728,US trade deficit falls more than expected to hit lowest level since Trump took office,The U.S. trade deficit fell more than expected in November ahead of negotiations with China that cooled the simmering tariff battle between the two sides.,2020-01-07 17:29:02Z,US trade deficit falls more than expected to hit lowest level since Trump took office The U.S. fell in November ahead of negotiations with China that cooled the simmering tariff battle between two sides.,us trade deficit falls expected hit lowest level since trump took office us fell november ahead negotiations china cooled simmering tariff battle two sides
729,729,US trade deficit falls more than expected to hit lowest level since Trump took office,The U.S. trade deficit fell more than expected in November ahead of negotiations with China that cooled the simmering tariff battle between the two sides.,2020-01-07 18:06:03Z,US trade deficit falls more than expected to hit lowest level since Trump took office The U.S. fell in November ahead of negotiations with China that cooled the simmering tariff battle between two sides.,us trade deficit falls expected hit lowest level since trump took office us fell november ahead negotiations china cooled simmering tariff battle two sides
730,730,"Mortgage rates fall further, as buyers rush into the first open houses of 2020","The average rate on the 30-year fixed mortgage fell to the lowest level since October this week, according to Mortgage News Daily.",2020-01-07 18:37:42Z,"Mortgage rates fall further, as buyers rush into the first open houses of 2020 The average rate on 30-year fixed mortgage fell to lowest level since October this week, according News Daily.",mortgage rates fall buyers rush first open houses 2020 average rate 30-year fixed mortgage fell lowest level since october week according news daily
731,731,"Private payroll growth surges in December to end 2019 strong, ADP says","Companies added 202,000 positions in another sign of a healthy labor market, according to a report Wednesday from ADP and Moody's Analytics. The total was well above the 150,000 estimate from economists surveyed by Dow Jones",2020-01-08 13:48:31Z,"Private payroll growth surges in December to end 2019 strong, ADP says Companies added 202,000 positions another sign of a healthy labor market, according report Wednesday from and Moody's Analytics. The total was well above the 150,000 estimate economists surveyed by Dow Jones",private payroll growth surges december end 2019 strong adp says companies added 202000 positions another sign healthy labor market according report wednesday moody analytics total well 150000 estimate economists surveyed dow jones
732,732,JP Morgan tells wealthy clients a 'progressive overhaul' of economy is one of 2020's biggest risks,J.P. Morgan Asset and Wealth Management also said an uptick in inflation is a risk to the market in 2020.,2020-01-08 23:55:10Z,JP Morgan tells wealthy clients a 'progressive overhaul' of economy is one 2020's biggest risks J.P. Asset and Wealth Management also said an uptick in inflation risk to the market 2020.,jp morgan tells wealthy clients progressive overhaul economy one 2020 biggest risks jp asset wealth management also said uptick inflation risk market 2020
733,733,Weekly jobless claims fall but number of unemployed surged to a more than 1 1/2-year high,"New applications for U.S. jobless benefits fell more than expected last week, but the labor market appears to be cooling.",2020-01-09 13:47:38Z,"Weekly jobless claims fall but number of unemployed surged to a more than 1 1/2-year high New applications for U.S. benefits fell expected last week, the labor market appears be cooling.",weekly jobless claims fall number unemployed surged 1 12-year high new applications us benefits fell expected last week labor market appears cooling
734,734,Nearly all corporate CFOs say the economy is going to slow and the stock market is overvalued,Chief financial officers at big U.S. companies enter 2020 on a cautious note.,2020-01-09 13:37:46Z,Nearly all corporate CFOs say the economy is going to slow and stock market overvalued Chief financial officers at big U.S. companies enter 2020 on a cautious note.,nearly corporate cfos say economy going slow stock market overvalued chief financial officers big us companies enter 2020 cautious note
735,735,Nearly all corporate CFOs say the economy is going to slow and the stock market is overvalued,Chief financial officers at big U.S. companies enter 2020 on a cautious note.,2020-01-09 15:20:23Z,Nearly all corporate CFOs say the economy is going to slow and stock market overvalued Chief financial officers at big U.S. companies enter 2020 on a cautious note.,nearly corporate cfos say economy going slow stock market overvalued chief financial officers big us companies enter 2020 cautious note
736,736,"Job market ends 2019 with disappointing 145,000 growth in payrolls","The U.S. jobs market ended 2019 on a sour note, with December's payroll and wage growth missing expectations, according to Labor Department.",2020-01-10 13:47:37Z,"Job market ends 2019 with disappointing 145,000 growth in payrolls The U.S. jobs ended on a sour note, December's payroll and wage missing expectations, according to Labor Department.",job market ends 2019 disappointing 145000 growth payrolls us jobs ended sour note december payroll wage missing expectations according labor department
737,737,"Job market ends 2019 with disappointing 145,000 growth in payrolls","The U.S. jobs market ended 2019 on a sour note, with December's payroll and wage growth missing expectations, according to Labor Department.",2020-01-10 14:10:13Z,"Job market ends 2019 with disappointing 145,000 growth in payrolls The U.S. jobs ended on a sour note, December's payroll and wage missing expectations, according to Labor Department.",job market ends 2019 disappointing 145000 growth payrolls us jobs ended sour note december payroll wage missing expectations according labor department
738,738,"Job market ends 2019 with disappointing 145,000 growth in payrolls","The U.S. jobs market ended 2019 on a sour note, with December's payroll and wage growth missing expectations, according to Labor Department.",2020-01-10 14:20:35Z,"Job market ends 2019 with disappointing 145,000 growth in payrolls The U.S. jobs ended on a sour note, December's payroll and wage missing expectations, according to Labor Department.",job market ends 2019 disappointing 145000 growth payrolls us jobs ended sour note december payroll wage missing expectations according labor department
739,739,"Job market ends 2019 with disappointing 145,000 growth in payrolls","The U.S. jobs market ended 2019 on a sour note, with December's payroll and wage growth missing expectations, according to Labor Department.",2020-01-10 15:45:16Z,"Job market ends 2019 with disappointing 145,000 growth in payrolls The U.S. jobs ended on a sour note, December's payroll and wage missing expectations, according to Labor Department.",job market ends 2019 disappointing 145000 growth payrolls us jobs ended sour note december payroll wage missing expectations according labor department
740,740,Manufacturing jobs are 'tough to fill' and stand out as the weak spot in the employment picture,"It's not that the jobs aren't there: There were still 477,000 open positions as of October.",2020-01-10 16:53:16Z,"Manufacturing jobs are 'tough to fill' and stand out as the weak spot in employment picture It's not that aren't there: There were still 477,000 open positions of October.",manufacturing jobs tough fill stand weak spot employment picture nt still 477000 open positions october
741,741,Here's where the jobs are � in one chart,CNBC studied the net change in employment by industry for December based on data from the Labor Department.,2020-01-10 16:33:14Z,Here's where the jobs are � in one chart CNBC studied net change employment by industry for December based on data from Labor Department.,jobs  one chart cnbc studied net change employment industry december based data labor department
742,742,Here's where the jobs are � in one chart,CNBC studied the net change in employment by industry for December based on data from the Labor Department.,2020-01-10 18:10:56Z,Here's where the jobs are � in one chart CNBC studied net change employment by industry for December based on data from Labor Department.,jobs  one chart cnbc studied net change employment industry december based data labor department
743,743,Manufacturing jobs are 'tough to fill' and stand out as the weak spot in the employment picture,"It's not that the jobs aren't there: There were still 477,000 open positions as of October.",2020-01-10 20:41:04Z,"Manufacturing jobs are 'tough to fill' and stand out as the weak spot in employment picture It's not that aren't there: There were still 477,000 open positions of October.",manufacturing jobs tough fill stand weak spot employment picture nt still 477000 open positions october
744,744,Here's where the jobs are � in one chart,CNBC studied the net change in employment by industry for December based on data from the Labor Department.,2020-01-10 22:36:29Z,Here's where the jobs are � in one chart CNBC studied net change employment by industry for December based on data from Labor Department.,jobs  one chart cnbc studied net change employment industry december based data labor department
745,745,"The Fed could cut interest rates 3 times this year, UBS predicts","Arend Kapteyn, global head of economic research at UBS, said the first Fed rate cut could come in March.",2020-01-14 07:57:28Z,"The Fed could cut interest rates 3 times this year, UBS predicts Arend Kapteyn, global head of economic research at UBS, said the first rate come in March.",fed could cut interest rates 3 times year ubs predicts arend kapteyn global head economic research ubs said first rate come march
746,746,JP Morgan tells wealthy clients a 'progressive overhaul' of economy is one of 2020's biggest risks,J.P. Morgan Asset and Wealth Management also said an uptick in inflation is a risk to the market in 2020.,2020-01-14 13:16:26Z,JP Morgan tells wealthy clients a 'progressive overhaul' of economy is one 2020's biggest risks J.P. Asset and Wealth Management also said an uptick in inflation risk to the market 2020.,jp morgan tells wealthy clients progressive overhaul economy one 2020 biggest risks jp asset wealth management also said uptick inflation risk market 2020
